incident_id,equipment_id,date,problem,priority,description
419,411,2024-02-23,Артефакты на экране,Высокий,Необходима диагностика
420,203,2024-02-24,Синий экран,Высокий,Проблема выявлена пользователем
421,192,2024-02-25,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно
422,249,2024-02-26,Не работает интернет,Средний,Проблема выявлена пользователем
423,499,2024-02-27,Перегрев,Высокий,Требуется замена комплектующих
424,242,2024-02-28,Перегрев,Высокий,Проблема выявлена пользователем
425,465,2024-02-29,Артефакты на экране,Низкий,Инцидент повторяется регулярно
426,179,2024-03-01,Не загружается ОС,Низкий,Инцидент повторяется регулярно
427,437,2024-03-02,Перегрев,Высокий,Требуется замена комплектующих
428,462,2024-03-03,Перегрев,Низкий,Инцидент повторяется регулярно
429,219,2024-03-04,Не загружается ОС,Высокий,Необходима диагностика
430,82,2024-03-05,Сбой питания,Средний,Инцидент повторяется регулярно
431,92,2024-03-06,Перегрев,Низкий,Необходима диагностика
432,435,2024-03-07,Синий экран,Средний,Проблема выявлена пользователем
433,175,2024-03-08,Не работает интернет,Средний,Необходима диагностика
434,239,2024-03-09,Не работает интернет,Средний,Необходима диагностика
435,260,2024-03-10,Проблемы с драйверами,Высокий,Проблема выявлена пользователем
436,391,2024-03-11,Проблемы с драйверами,Средний,Инцидент повторяется регулярно
437,365,2024-03-12,Не загружается ОС,Средний,Необходима диагностика
438,163,2024-03-13,Сильные торможения,Средний,Инцидент повторяется регулярно
439,48,2024-03-14,Проблемы с драйверами,Высокий,Проблема выявлена пользователем
440,329,2024-03-15,Не загружается ОС,Средний,Требуется замена комплектующих
441,328,2024-03-16,Проблемы с драйверами,Средний,Инцидент повторяется регулярно
442,116,2024-03-17,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно
443,429,2024-03-18,Сильные торможения,Высокий,Требуется замена комплектующих
444,337,2024-03-19,Перегрев,Средний,Требуется замена комплектующих
445,337,2024-03-20,Артефакты на экране,Низкий,Проблема выявлена пользователем
446,369,2024-03-21,Сбой питания,Высокий,Инцидент повторяется регулярно
447,225,2024-03-22,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно
448,352,2024-03-23,Проблемы с драйверами,Высокий,Проблема выявлена пользователем
449,328,2024-03-24,Синий экран,Высокий,Инцидент повторяется регулярно
450,147,2024-03-25,Сбой питания,Высокий,Необходима диагностика
451,63,2024-03-26,Сильные торможения,Высокий,Необходима диагностика
452,294,2024-03-27,Не работает интернет,Средний,Необходима диагностика
453,323,2024-03-28,Проблемы с драйверами,Средний,Инцидент повторяется регулярно
454,443,2024-03-29,Артефакты на экране,Средний,Необходима диагностика
455,325,2024-03-30,Сбой питания,Средний,Необходима диагностика
456,13,2024-03-31,Перегрев,Низкий,Проблема выявлена пользователем
457,431,2024-04-01,Проблемы с драйверами,Средний,Проблема выявлена пользователем
458,494,2024-04-02,Не работает интернет,Высокий,Требуется замена комплектующих
459,189,2024-04-03,Не работает интернет,Средний,Требуется замена комплектующих
460,287,2024-04-04,Проблемы с драйверами,Средний,Требуется замена комплектующих
461,208,2024-04-05,Неисправность жесткого диска,Высокий,Требуется замена комплектующих
462,114,2024-04-06,Не работает интернет,Средний,Проблема выявлена пользователем
463,480,2024-04-07,Не загружается ОС,Средний,Проблема выявлена пользователем
464,22,2024-04-08,Не работает интернет,Средний,Проблема выявлена пользователем
465,349,2024-04-09,Сбой питания,Низкий,Необходима диагностика
466,214,2024-04-10,Неисправность жесткого диска,Средний,Необходима диагностика
467,171,2024-04-11,Сильные торможения,Высокий,Требуется замена комплектующих
468,323,2024-04-12,Синий экран,Высокий,Необходима диагностика
469,54,2024-04-13,Сильные торможения,Средний,Инцидент повторяется регулярно
470,394,2024-04-14,Перегрев,Средний,Проблема выявлена пользователем
471,298,2024-04-15,Синий экран,Средний,Требуется замена комплектующих
472,320,2024-04-16,Перегрев,Высокий,Требуется замена комплектующих
473,126,2024-04-17,Синий экран,Высокий,Инцидент повторяется регулярно
474,277,2024-04-18,Синий экран,Низкий,Необходима диагностика
475,464,2024-04-19,Не загружается ОС,Низкий,Требуется замена комплектующих
476,204,2024-04-20,Артефакты на экране,Низкий,Необходима диагностика
477,194,2024-04-21,Сбой питания,Высокий,Необходима диагностика
478,169,2024-04-22,Сильные торможения,Низкий,Инцидент повторяется регулярно
479,152,2024-04-23,Не работает интернет,Средний,Требуется замена комплектующих
480,35,2024-04-24,Неисправность жесткого диска,Средний,Необходима диагностика
481,184,2024-04-25,Сбой питания,Высокий,Необходима диагностика
482,286,2024-04-26,Перегрев,Низкий,Инцидент повторяется регулярно
483,57,2024-04-27,Не загружается ОС,Средний,Инцидент повторяется регулярно
484,222,2024-04-28,Перегрев,Высокий,Необходима диагностика
485,303,2024-04-29,Артефакты на экране,Низкий,Инцидент повторяется регулярно
486,163,2024-04-30,Неисправность жесткого диска,Средний,Необходима диагностика
487,19,2024-05-01,Не загружается ОС,Низкий,Требуется замена комплектующих
488,370,2024-05-02,Перегрев,Высокий,Проблема выявлена пользователем
489,264,2024-05-03,Артефакты на экране,Низкий,Инцидент повторяется регулярно
490,282,2024-05-04,Перегрев,Высокий,Проблема выявлена пользователем
491,113,2024-05-05,Сбой питания,Низкий,Необходима диагностика
492,488,2024-05-06,Неисправность жесткого диска,Средний,Необходима диагностика
493,327,2024-05-07,Проблемы с драйверами,Высокий,Необходима диагностика
494,30,2024-05-08,Сбой питания,Высокий,Проблема выявлена пользователем
495,135,2024-05-09,Неисправность жесткого диска,Высокий,Необходима диагностика
496,67,2024-05-10,Артефакты на экране,Низкий,Инцидент повторяется регулярно
497,65,2024-05-11,Не загружается ОС,Низкий,Требуется замена комплектующих
498,292,2024-05-12,Синий экран,Средний,Требуется замена комплектующих
499,25,2024-05-13,Перегрев,Высокий,Инцидент повторяется регулярно
500,37,2024-05-14,Сильные торможения,Высокий,Требуется замена комплектующих
501,1,2024-05-15,Неисправность жесткого диска,Низкий,Проблема выявлена пользователем
502,399,2024-05-16,Не работает интернет,Низкий,Необходима диагностика
503,37,2024-05-17,Артефакты на экране,Средний,Необходима диагностика
504,141,2024-05-18,Проблемы с драйверами,Средний,Необходима диагностика
505,232,2024-05-19,Синий экран,Низкий,Проблема выявлена пользователем
506,136,2024-05-20,Не работает интернет,Высокий,Проблема выявлена пользователем
507,389,2024-05-21,Проблемы с драйверами,Средний,Проблема выявлена пользователем
508,188,2024-05-22,Сильные торможения,Низкий,Инцидент повторяется регулярно
509,128,2024-05-23,Сбой питания,Низкий,Проблема выявлена пользователем
510,201,2024-05-24,Перегрев,Высокий,Требуется замена комплектующих
511,127,2024-05-25,Не загружается ОС,Низкий,Инцидент повторяется регулярно
512,257,2024-05-26,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно
513,164,2024-05-27,Синий экран,Средний,Инцидент повторяется регулярно
514,35,2024-05-28,Неисправность жесткого диска,Низкий,Проблема выявлена пользователем
515,194,2024-05-29,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно
516,191,2024-05-30,Синий экран,Средний,Проблема выявлена пользователем
517,104,2024-05-31,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем
518,23,2024-06-01,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно
519,265,2024-06-02,Артефакты на экране,Средний,Необходима диагностика
520,290,2024-06-03,Неисправность жесткого диска,Средний,Необходима диагностика
521,430,2024-06-04,Сбой питания,Высокий,Инцидент повторяется регулярно
522,462,2024-06-05,Сильные торможения,Высокий,Необходима диагностика
523,384,2024-06-06,Не загружается ОС,Высокий,Требуется замена комплектующих
524,260,2024-06-07,Проблемы с драйверами,Высокий,Требуется замена комплектующих
525,414,2024-06-08,Не работает интернет,Высокий,Проблема выявлена пользователем
526,479,2024-06-09,Синий экран,Средний,Необходима диагностика
527,358,2024-06-10,Проблемы с драйверами,Низкий,Требуется замена комплектующих
528,75,2024-06-11,Артефакты на экране,Высокий,Инцидент повторяется регулярно
529,355,2024-06-12,Сбой питания,Высокий,Необходима диагностика
530,72,2024-06-13,Синий экран,Низкий,Требуется замена комплектующих
531,259,2024-06-14,Неисправность жесткого диска,Низкий,Требуется замена комплектующих
532,398,2024-06-15,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно
533,188,2024-06-16,Сильные торможения,Низкий,Проблема выявлена пользователем
534,461,2024-06-17,Синий экран,Низкий,Инцидент повторяется регулярно
535,173,2024-06-18,Перегрев,Низкий,Проблема выявлена пользователем
536,480,2024-06-19,Сбой питания,Средний,Требуется замена комплектующих
537,290,2024-06-20,Не загружается ОС,Низкий,Проблема выявлена пользователем
538,45,2024-06-21,Синий экран,Низкий,Требуется замена комплектующих
539,61,2024-06-22,Артефакты на экране,Средний,Требуется замена комплектующих
540,83,2024-06-23,Проблемы с драйверами,Низкий,Необходима диагностика
541,123,2024-06-24,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем
542,358,2024-06-25,Не загружается ОС,Высокий,Проблема выявлена пользователем
543,16,2024-06-26,Не загружается ОС,Низкий,Проблема выявлена пользователем
544,66,2024-06-27,Сбой питания,Средний,Инцидент повторяется регулярно
545,424,2024-06-28,Артефакты на экране,Высокий,Необходима диагностика
546,145,2024-06-29,Неисправность жесткого диска,Средний,Необходима диагностика
547,375,2024-06-30,Не загружается ОС,Высокий,Необходима диагностика
548,162,2024-07-01,Артефакты на экране,Низкий,Инцидент повторяется регулярно
549,234,2024-07-02,Артефакты на экране,Средний,Проблема выявлена пользователем
550,380,2024-07-03,Не работает интернет,Средний,Проблема выявлена пользователем
551,144,2024-07-04,Проблемы с драйверами,Средний,Проблема выявлена пользователем
552,358,2024-07-05,Не загружается ОС,Высокий,Необходима диагностика
553,188,2024-07-06,Не загружается ОС,Высокий,Необходима диагностика
554,322,2024-07-07,Артефакты на экране,Высокий,Требуется замена комплектующих
555,450,2024-07-08,Не загружается ОС,Низкий,Инцидент повторяется регулярно
556,474,2024-07-09,Артефакты на экране,Высокий,Инцидент повторяется регулярно
557,13,2024-07-10,Не загружается ОС,Низкий,Необходима диагностика
558,184,2024-07-11,Артефакты на экране,Средний,Требуется замена комплектующих
559,111,2024-07-12,Не работает интернет,Средний,Проблема выявлена пользователем
560,415,2024-07-13,Проблемы с драйверами,Низкий,Необходима диагностика
561,290,2024-07-14,Артефакты на экране,Высокий,Инцидент повторяется регулярно
562,295,2024-07-15,Не загружается ОС,Низкий,Инцидент повторяется регулярно
563,451,2024-07-16,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно
564,392,2024-07-17,Проблемы с драйверами,Средний,Проблема выявлена пользователем
565,215,2024-07-18,Не работает интернет,Низкий,Инцидент повторяется регулярно
566,462,2024-07-19,Артефакты на экране,Высокий,Проблема выявлена пользователем
567,120,2024-07-20,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем
568,382,2024-07-21,Артефакты на экране,Низкий,Проблема выявлена пользователем
569,55,2024-07-22,Не загружается ОС,Низкий,Необходима диагностика
570,27,2024-07-23,Синий экран,Высокий,Проблема выявлена пользователем
571,118,2024-07-24,Сбой питания,Средний,Требуется замена комплектующих
572,221,2024-07-25,Сильные торможения,Низкий,Инцидент повторяется регулярно
573,231,2024-07-26,Неисправность жесткого диска,Высокий,Необходима диагностика
574,53,2024-07-27,Перегрев,Высокий,Инцидент повторяется регулярно
575,295,2024-07-28,Артефакты на экране,Средний,Проблема выявлена пользователем
576,321,2024-07-29,Артефакты на экране,Средний,Необходима диагностика
577,401,2024-07-30,Сильные торможения,Средний,Требуется замена комплектующих
578,233,2024-07-31,Сильные торможения,Средний,Проблема выявлена пользователем
579,158,2024-08-01,Перегрев,Средний,Инцидент повторяется регулярно
580,437,2024-08-02,Не загружается ОС,Низкий,Требуется замена комплектующих
581,269,2024-08-03,Сбой питания,Высокий,Проблема выявлена пользователем
582,21,2024-08-04,Синий экран,Низкий,Требуется замена комплектующих
583,403,2024-08-05,Синий экран,Низкий,Проблема выявлена пользователем
584,53,2024-08-06,Не работает интернет,Низкий,Необходима диагностика
585,275,2024-08-07,Не работает интернет,Низкий,Проблема выявлена пользователем
586,313,2024-08-08,Не загружается ОС,Низкий,Необходима диагностика
587,281,2024-08-09,Не работает интернет,Средний,Проблема выявлена пользователем
588,214,2024-08-10,Не работает интернет,Средний,Проблема выявлена пользователем
589,31,2024-08-11,Перегрев,Высокий,Инцидент повторяется регулярно
590,337,2024-08-12,Перегрев,Низкий,Требуется замена комплектующих
591,183,2024-08-13,Не работает интернет,Высокий,Требуется замена комплектующих
592,23,2024-08-14,Проблемы с драйверами,Средний,Требуется замена комплектующих
593,32,2024-08-15,Проблемы с драйверами,Средний,Проблема выявлена пользователем
594,446,2024-08-16,Не загружается ОС,Средний,Проблема выявлена пользователем
595,74,2024-08-17,Синий экран,Низкий,Проблема выявлена пользователем
596,10,2024-08-18,Сильные торможения,Низкий,Необходима диагностика
597,484,2024-08-19,Не загружается ОС,Средний,Необходима диагностика
598,456,2024-08-20,Не работает интернет,Высокий,Инцидент повторяется регулярно
599,54,2024-08-21,Перегрев,Высокий,Проблема выявлена пользователем
600,52,2024-08-22,Артефакты на экране,Средний,Требуется замена комплектующих
601,148,2024-08-23,Неисправность жесткого диска,Высокий,Требуется замена комплектующих
602,160,2024-08-24,Перегрев,Средний,Инцидент повторяется регулярно
603,370,2024-08-25,Проблемы с драйверами,Высокий,Требуется замена комплектующих
604,14,2024-08-26,Перегрев,Средний,Инцидент повторяется регулярно
605,178,2024-08-27,Сильные торможения,Высокий,Проблема выявлена пользователем
606,412,2024-08-28,Не работает интернет,Низкий,Требуется замена комплектующих
607,366,2024-08-29,Артефакты на экране,Средний,Проблема выявлена пользователем
608,500,2024-08-30,Проблемы с драйверами,Средний,Необходима диагностика
609,53,2024-08-31,Проблемы с драйверами,Высокий,Требуется замена комплектующих
610,408,2024-09-01,Сбой питания,Средний,Необходима диагностика
611,335,2024-09-02,Синий экран,Средний,Требуется замена комплектующих
612,22,2024-09-03,Сильные торможения,Средний,Проблема выявлена пользователем
613,30,2024-09-04,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно
614,191,2024-09-05,Синий экран,Низкий,Проблема выявлена пользователем
615,260,2024-09-06,Проблемы с драйверами,Высокий,Проблема выявлена пользователем
616,205,2024-09-07,Не работает интернет,Низкий,Проблема выявлена пользователем
617,59,2024-09-08,Синий экран,Высокий,Требуется замена комплектующих
618,471,2024-09-09,Сбой питания,Низкий,Инцидент повторяется регулярно
619,264,2024-09-10,Не работает интернет,Высокий,Необходима диагностика
620,466,2024-09-11,Артефакты на экране,Низкий,Проблема выявлена пользователем
621,12,2024-09-12,Сильные торможения,Низкий,Требуется замена комплектующих
622,119,2024-09-13,Сильные торможения,Высокий,Необходима диагностика
623,415,2024-09-14,Неисправность жесткого диска,Средний,Проблема выявлена пользователем
624,462,2024-09-15,Неисправность жесткого диска,Средний,Необходима диагностика
625,290,2024-09-16,Синий экран,Низкий,Проблема выявлена пользователем
626,338,2024-09-17,Сильные торможения,Высокий,Необходима диагностика
627,248,2024-09-18,Синий экран,Средний,Необходима диагностика
628,354,2024-09-19,Неисправность жесткого диска,Высокий,Инцидент повторяется регулярно
629,127,2024-09-20,Артефакты на экране,Средний,Инцидент повторяется регулярно
630,75,2024-09-21,Проблемы с драйверами,Высокий,Проблема выявлена пользователем
631,361,2024-09-22,Перегрев,Низкий,Требуется замена комплектующих
632,204,2024-09-23,Синий экран,Высокий,Инцидент повторяется регулярно
633,49,2024-09-24,Артефакты на экране,Средний,Необходима диагностика
634,79,2024-09-25,Сильные торможения,Низкий,Инцидент повторяется регулярно
635,441,2024-09-26,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно
636,479,2024-09-27,Сбой питания,Средний,Проблема выявлена пользователем
637,241,2024-09-28,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно
638,349,2024-09-29,Перегрев,Высокий,Инцидент повторяется регулярно
639,154,2024-09-30,Артефакты на экране,Средний,Необходима диагностика
640,274,2024-10-01,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно
641,96,2024-10-02,Не работает интернет,Высокий,Необходима диагностика
642,214,2024-10-03,Не загружается ОС,Низкий,Инцидент повторяется регулярно
643,294,2024-10-04,Перегрев,Низкий,Инцидент повторяется регулярно
644,209,2024-10-05,Перегрев,Средний,Требуется замена комплектующих
645,343,2024-10-06,Не загружается ОС,Низкий,Инцидент повторяется регулярно
646,88,2024-10-07,Сбой питания,Средний,Необходима диагностика
647,306,2024-10-08,Не работает интернет,Высокий,Необходима диагностика
648,264,2024-10-09,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем
649,425,2024-10-10,Артефакты на экране,Средний,Проблема выявлена пользователем
650,390,2024-10-11,Проблемы с драйверами,Высокий,Требуется замена комплектующих
651,325,2024-10-12,Артефакты на экране,Низкий,Необходима диагностика
652,428,2024-10-13,Не работает интернет,Высокий,Необходима диагностика
653,377,2024-10-14,Артефакты на экране,Низкий,Необходима диагностика
654,320,2024-10-15,Не загружается ОС,Средний,Требуется замена комплектующих
655,157,2024-10-16,Перегрев,Средний,Необходима диагностика
656,156,2024-10-17,Артефакты на экране,Высокий,Проблема выявлена пользователем
657,139,2024-10-18,Синий экран,Высокий,Требуется замена комплектующих
658,121,2024-10-19,Не работает интернет,Низкий,Проблема выявлена пользователем
659,65,2024-10-20,Сбой питания,Низкий,Проблема выявлена пользователем
660,107,2024-10-21,Синий экран,Высокий,Требуется замена комплектующих
661,147,2024-10-22,Не загружается ОС,Высокий,Инцидент повторяется регулярно
662,137,2024-10-23,Сильные торможения,Средний,Инцидент повторяется регулярно
663,411,2024-10-24,Не загружается ОС,Средний,Проблема выявлена пользователем
664,162,2024-10-25,Сбой питания,Средний,Инцидент повторяется регулярно
665,428,2024-10-26,Сбой питания,Высокий,Необходима диагностика
666,452,2024-10-27,Синий экран,Высокий,Требуется замена комплектующих
667,100,2024-10-28,Не работает интернет,Высокий,Проблема выявлена пользователем
668,338,2024-10-29,Неисправность жесткого диска,Средний,Необходима диагностика
669,399,2024-10-30,Перегрев,Высокий,Инцидент повторяется регулярно
670,307,2024-10-31,Синий экран,Низкий,Необходима диагностика
671,141,2024-11-01,Сбой питания,Высокий,Инцидент повторяется регулярно
672,83,2024-11-02,Сильные торможения,Высокий,Проблема выявлена пользователем
673,177,2024-11-03,Проблемы с драйверами,Высокий,Необходима диагностика
674,198,2024-11-04,Сбой питания,Высокий,Требуется замена комплектующих
675,112,2024-11-05,Сбой питания,Высокий,Проблема выявлена пользователем
676,56,2024-11-06,Синий экран,Низкий,Необходима диагностика
677,460,2024-11-07,Сбой питания,Низкий,Необходима диагностика
678,179,2024-11-08,Сбой питания,Высокий,Инцидент повторяется регулярно
679,421,2024-11-09,Не работает интернет,Средний,Проблема выявлена пользователем
680,401,2024-11-10,Перегрев,Высокий,Проблема выявлена пользователем
681,186,2024-11-11,Сильные торможения,Высокий,Проблема выявлена пользователем
682,471,2024-11-12,Не работает интернет,Высокий,Проблема выявлена пользователем
683,218,2024-11-13,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно
684,413,2024-11-14,Неисправность жесткого диска,Средний,Требуется замена комплектующих
685,417,2024-11-15,Артефакты на экране,Средний,Проблема выявлена пользователем
686,316,2024-11-16,Синий экран,Низкий,Инцидент повторяется регулярно
687,475,2024-11-17,Синий экран,Средний,Требуется замена комплектующих
688,217,2024-11-18,Не загружается ОС,Низкий,Требуется замена комплектующих
689,120,2024-11-19,Сильные торможения,Низкий,Инцидент повторяется регулярно
690,439,2024-11-20,Сбой питания,Средний,Проблема выявлена пользователем
691,394,2024-11-21,Сильные торможения,Средний,Требуется замена комплектующих
692,175,2024-11-22,Артефакты на экране,Средний,Проблема выявлена пользователем
693,23,2024-11-23,Не загружается ОС,Низкий,Проблема выявлена пользователем
694,213,2024-11-24,Не работает интернет,Высокий,Необходима диагностика
695,405,2024-11-25,Сильные торможения,Средний,Проблема выявлена пользователем
696,235,2024-11-26,Не работает интернет,Средний,Необходима диагностика
697,13,2024-11-27,Неисправность жесткого диска,Средний,Требуется замена комплектующих
698,101,2024-11-28,Артефакты на экране,Низкий,Инцидент повторяется регулярно
699,417,2024-11-29,Сбой питания,Низкий,Необходима диагностика
700,24,2024-11-30,Перегрев,Высокий,Инцидент повторяется регулярно
701,364,2024-12-01,Синий экран,Средний,Требуется замена комплектующих
702,11,2024-12-02,Артефакты на экране,Низкий,Проблема выявлена пользователем
703,273,2024-12-03,Сильные торможения,Высокий,Требуется замена комплектующих
704,452,2024-12-04,Проблемы с драйверами,Средний,Инцидент повторяется регулярно
705,431,2024-12-05,Синий экран,Низкий,Требуется замена комплектующих
706,281,2024-12-06,Синий экран,Средний,Проблема выявлена пользователем
707,94,2024-12-07,Проблемы с драйверами,Средний,Требуется замена комплектующих
708,201,2024-12-08,Не загружается ОС,Низкий,Проблема выявлена пользователем
709,21,2024-12-09,Не загружается ОС,Низкий,Необходима диагностика
710,340,2024-12-10,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно
711,467,2024-12-11,Перегрев,Средний,Проблема выявлена пользователем
712,211,2024-12-12,Неисправность жесткого диска,Средний,Проблема выявлена пользователем
713,140,2024-12-13,Проблемы с драйверами,Высокий,Требуется замена комплектующих
714,293,2024-12-14,Неисправность жесткого диска,Средний,Необходима диагностика
715,298,2024-12-15,Перегрев,Низкий,Проблема выявлена пользователем
716,401,2024-12-16,Артефакты на экране,Средний,Необходима диагностика
717,101,2024-12-17,Неисправность жесткого диска,Высокий,Необходима диагностика
718,304,2024-12-18,Синий экран,Высокий,Требуется замена комплектующих
719,359,2024-12-19,Синий экран,Низкий,Проблема выявлена пользователем
720,28,2024-12-20,Перегрев,Низкий,Требуется замена комплектующих
721,41,2024-12-21,Неисправность жесткого диска,Высокий,Инцидент повторяется регулярно
722,355,2024-12-22,Не работает интернет,Высокий,Инцидент повторяется регулярно
723,303,2024-12-23,Перегрев,Высокий,Проблема выявлена пользователем
724,496,2024-12-24,Перегрев,Низкий,Необходима диагностика
725,146,2024-12-25,Не работает интернет,Высокий,Проблема выявлена пользователем
726,256,2024-12-26,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем
727,462,2024-12-27,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно
728,227,2024-12-28,Синий экран,Средний,Инцидент повторяется регулярно
729,236,2024-12-29,Перегрев,Средний,Необходима диагностика
730,361,2024-12-30,Перегрев,Высокий,Необходима диагностика
731,380,2024-12-31,Сбой питания,Средний,Проблема выявлена пользователем
732,455,2025-01-01,Артефакты на экране,Средний,Требуется замена комплектующих
733,489,2025-01-02,Перегрев,Средний,Проблема выявлена пользователем
734,13,2025-01-03,Сильные торможения,Средний,Необходима диагностика
735,210,2025-01-04,Артефакты на экране,Высокий,Требуется замена комплектующих
736,229,2025-01-05,Сильные торможения,Средний,Инцидент повторяется регулярно
737,397,2025-01-06,Неисправность жесткого диска,Средний,Необходима диагностика
738,100,2025-01-07,Артефакты на экране,Низкий,Необходима диагностика
739,31,2025-01-08,Перегрев,Высокий,Требуется замена комплектующих
740,386,2025-01-09,Не работает интернет,Низкий,Необходима диагностика
741,16,2025-01-10,Синий экран,Низкий,Необходима диагностика
742,137,2025-01-11,Сильные торможения,Высокий,Необходима диагностика
743,329,2025-01-12,Артефакты на экране,Средний,Необходима диагностика
744,166,2025-01-13,Перегрев,Низкий,Необходима диагностика
745,459,2025-01-14,Артефакты на экране,Высокий,Необходима диагностика
746,310,2025-01-15,Перегрев,Средний,Необходима диагностика
747,440,2025-01-16,Перегрев,Высокий,Необходима диагностика
748,470,2025-01-17,Перегрев,Низкий,Инцидент повторяется регулярно
749,481,2025-01-18,Сбой питания,Средний,Необходима диагностика
750,100,2025-01-19,Синий экран,Средний,Инцидент повторяется регулярно
751,109,2025-01-20,Не работает интернет,Высокий,Инцидент повторяется регулярно
752,343,2025-01-21,Не работает интернет,Средний,Проблема выявлена пользователем
753,173,2025-01-22,Артефакты на экране,Низкий,Проблема выявлена пользователем
754,237,2025-01-23,Артефакты на экране,Низкий,Инцидент повторяется регулярно
755,162,2025-01-24,Перегрев,Низкий,Инцидент повторяется регулярно
756,393,2025-01-25,Сбой питания,Высокий,Необходима диагностика
757,216,2025-01-26,Перегрев,Средний,Проблема выявлена пользователем
758,264,2025-01-27,Сбой питания,Средний,Требуется замена комплектующих
759,263,2025-01-28,Перегрев,Средний,Проблема выявлена пользователем
760,292,2025-01-29,Сильные торможения,Низкий,Инцидент повторяется регулярно
761,274,2025-01-30,Сильные торможения,Средний,Инцидент повторяется регулярно
762,3,2025-01-31,Неисправность жесткого диска,Низкий,Необходима диагностика
763,28,2025-02-01,Перегрев,Средний,Необходима диагностика
764,326,2025-02-02,Синий экран,Низкий,Проблема выявлена пользователем
765,492,2025-02-03,Неисправность жесткого диска,Средний,Необходима диагностика
766,428,2025-02-04,Артефакты на экране,Высокий,Требуется замена комплектующих
767,149,2025-02-05,Перегрев,Высокий,Требуется замена комплектующих
768,28,2025-02-06,Сильные торможения,Низкий,Необходима диагностика
769,488,2025-02-07,Сбой питания,Низкий,Требуется замена комплектующих
770,310,2025-02-08,Синий экран,Средний,Требуется замена комплектующих
771,438,2025-02-09,Перегрев,Средний,Проблема выявлена пользователем
772,65,2025-02-10,Не работает интернет,Высокий,Требуется замена комплектующих
773,356,2025-02-11,Не работает интернет,Средний,Инцидент повторяется регулярно
774,21,2025-02-12,Сбой питания,Низкий,Инцидент повторяется регулярно
775,252,2025-02-13,Неисправность жесткого диска,Низкий,Проблема выявлена пользователем
776,235,2025-02-14,Не работает интернет,Низкий,Необходима диагностика
777,227,2025-02-15,Неисправность жесткого диска,Низкий,Проблема выявлена пользователем
778,13,2025-02-16,Сильные торможения,Низкий,Необходима диагностика
779,313,2025-02-17,Перегрев,Высокий,Необходима диагностика
780,49,2025-02-18,Сильные торможения,Высокий,Необходима диагностика
781,118,2025-02-19,Сильные торможения,Низкий,Необходима диагностика
782,54,2025-02-20,Проблемы с драйверами,Средний,Необходима диагностика
783,138,2025-02-21,Не загружается ОС,Низкий,Проблема выявлена пользователем
784,53,2025-02-22,Синий экран,Высокий,Необходима диагностика
785,44,2025-02-23,Неисправность жесткого диска,Низкий,Требуется замена комплектующих
786,303,2025-02-24,Проблемы с драйверами,Высокий,Требуется замена комплектующих
787,53,2025-02-25,Не загружается ОС,Высокий,Необходима диагностика
788,74,2025-02-26,Синий экран,Низкий,Требуется замена комплектующих
