incident_id,equipment_id,date,problem,priority,description,type,cpu,ram_gb,storage,purchase_year,wear_percent,status
98,347,2023-04-08,Перегрев,Низкий,Требуется замена комплектующих,ПК,Ryzen 7,4,SSD 512GB,2020,73,Работает
99,174,2023-04-09,Неисправность жесткого диска,Высокий,Необходима диагностика,Ноутбук,Ryzen 7,4,SSD 256GB,2019,29,Требует ремонта
938,174,2025-07-26,Артефакты на экране,Высокий,Требуется замена комплектующих,Ноутбук,Ryzen 7,4,SSD 256GB,2019,29,Требует ремонта
1669,174,2027-07-27,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно,Ноутбук,Ryzen 7,4,SSD 256GB,2019,29,Требует ремонта
100,343,2023-04-10,Не работает интернет,Средний,Инцидент повторяется регулярно,Моноблок,i5,32,HDD 500GB,2016,67,На списание
323,343,2023-11-19,Неисправность жесткого диска,Низкий,Необходима диагностика,Моноблок,i5,32,HDD 500GB,2016,67,На списание
645,343,2024-10-06,Не загружается ОС,Низкий,Инцидент повторяется регулярно,Моноблок,i5,32,HDD 500GB,2016,67,На списание
752,343,2025-01-21,Не работает интернет,Средний,Проблема выявлена пользователем,Моноблок,i5,32,HDD 500GB,2016,67,На списание
1128,343,2026-02-01,Артефакты на экране,Низкий,Проблема выявлена пользователем,Моноблок,i5,32,HDD 500GB,2016,67,На списание
1250,343,2026-06-03,Синий экран,Средний,Проблема выявлена пользователем,Моноблок,i5,32,HDD 500GB,2016,67,На списание
101,158,2023-04-11,Артефакты на экране,Высокий,Требуется замена комплектующих,ПК,Ryzen 5,8,HDD 500GB,2017,87,Требует ремонта
579,158,2024-08-01,Перегрев,Средний,Инцидент повторяется регулярно,ПК,Ryzen 5,8,HDD 500GB,2017,87,Требует ремонта
102,493,2023-04-12,Неисправность жесткого диска,Средний,Проблема выявлена пользователем,ПК,Ryzen 5,32,SSD 256GB,2017,12,Требует ремонта
980,493,2025-09-06,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно,ПК,Ryzen 5,32,SSD 256GB,2017,12,Требует ремонта
1577,493,2027-04-26,Сильные торможения,Низкий,Инцидент повторяется регулярно,ПК,Ryzen 5,32,SSD 256GB,2017,12,Требует ремонта
1630,493,2027-06-18,Не работает интернет,Низкий,Инцидент повторяется регулярно,ПК,Ryzen 5,32,SSD 256GB,2017,12,Требует ремонта
103,431,2023-04-13,Не работает интернет,Средний,Инцидент повторяется регулярно,Моноблок,Ryzen 5,8,HDD 1TB,2018,28,На списание
304,431,2023-10-31,Неисправность жесткого диска,Высокий,Необходима диагностика,Моноблок,Ryzen 5,8,HDD 1TB,2018,28,На списание
457,431,2024-04-01,Проблемы с драйверами,Средний,Проблема выявлена пользователем,Моноблок,Ryzen 5,8,HDD 1TB,2018,28,На списание
705,431,2024-12-05,Синий экран,Низкий,Требуется замена комплектующих,Моноблок,Ryzen 5,8,HDD 1TB,2018,28,На списание
104,215,2023-04-14,Артефакты на экране,Высокий,Требуется замена комплектующих,Ноутбук,i3,4,SSD 256GB,2021,32,Работает
565,215,2024-07-18,Не работает интернет,Низкий,Инцидент повторяется регулярно,Ноутбук,i3,4,SSD 256GB,2021,32,Работает
1467,215,2027-01-06,Перегрев,Низкий,Требуется замена комплектующих,Ноутбук,i3,4,SSD 256GB,2021,32,Работает
1469,215,2027-01-08,Перегрев,Низкий,Проблема выявлена пользователем,Ноутбук,i3,4,SSD 256GB,2021,32,Работает
106,175,2023-04-16,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно,Моноблок,Ryzen 7,16,HDD 500GB,2019,91,Требует ремонта
433,175,2024-03-08,Не работает интернет,Средний,Необходима диагностика,Моноблок,Ryzen 7,16,HDD 500GB,2019,91,Требует ремонта
692,175,2024-11-22,Артефакты на экране,Средний,Проблема выявлена пользователем,Моноблок,Ryzen 7,16,HDD 500GB,2019,91,Требует ремонта
823,175,2025-04-02,Сбой питания,Высокий,Проблема выявлена пользователем,Моноблок,Ryzen 7,16,HDD 500GB,2019,91,Требует ремонта
833,175,2025-04-12,Сбой питания,Высокий,Инцидент повторяется регулярно,Моноблок,Ryzen 7,16,HDD 500GB,2019,91,Требует ремонта
928,175,2025-07-16,Не загружается ОС,Низкий,Инцидент повторяется регулярно,Моноблок,Ryzen 7,16,HDD 500GB,2019,91,Требует ремонта
1344,175,2026-09-05,Сильные торможения,Средний,Необходима диагностика,Моноблок,Ryzen 7,16,HDD 500GB,2019,91,Требует ремонта
1875,175,2028-02-18,Сильные торможения,Высокий,Инцидент повторяется регулярно,Моноблок,Ryzen 7,16,HDD 500GB,2019,91,Требует ремонта
1883,175,2028-02-26,Перегрев,Высокий,Инцидент повторяется регулярно,Моноблок,Ryzen 7,16,HDD 500GB,2019,91,Требует ремонта
108,338,2023-04-18,Не загружается ОС,Средний,Инцидент повторяется регулярно,Ноутбук,i5,16,SSD 256GB,2018,24,Работает
358,338,2023-12-24,Синий экран,Высокий,Требуется замена комплектующих,Ноутбук,i5,16,SSD 256GB,2018,24,Работает
626,338,2024-09-17,Сильные торможения,Высокий,Необходима диагностика,Ноутбук,i5,16,SSD 256GB,2018,24,Работает
668,338,2024-10-29,Неисправность жесткого диска,Средний,Необходима диагностика,Ноутбук,i5,16,SSD 256GB,2018,24,Работает
1478,338,2027-01-17,Артефакты на экране,Низкий,Необходима диагностика,Ноутбук,i5,16,SSD 256GB,2018,24,Работает
1657,338,2027-07-15,Синий экран,Низкий,Необходима диагностика,Ноутбук,i5,16,SSD 256GB,2018,24,Работает
1661,338,2027-07-19,Не загружается ОС,Высокий,Проблема выявлена пользователем,Ноутбук,i5,16,SSD 256GB,2018,24,Работает
1694,338,2027-08-21,Сбой питания,Высокий,Проблема выявлена пользователем,Ноутбук,i5,16,SSD 256GB,2018,24,Работает
109,146,2023-04-19,Перегрев,Низкий,Проблема выявлена пользователем,Моноблок,Ryzen 7,8,SSD 256GB,2018,52,Работает
186,146,2023-07-05,Не загружается ОС,Высокий,Проблема выявлена пользователем,Моноблок,Ryzen 7,8,SSD 256GB,2018,52,Работает
725,146,2024-12-25,Не работает интернет,Высокий,Проблема выявлена пользователем,Моноблок,Ryzen 7,8,SSD 256GB,2018,52,Работает
1969,146,2028-05-22,Артефакты на экране,Низкий,Проблема выявлена пользователем,Моноблок,Ryzen 7,8,SSD 256GB,2018,52,Работает
110,450,2023-04-20,Синий экран,Высокий,Проблема выявлена пользователем,ПК,Ryzen 5,32,SSD 256GB,2020,36,На списание
136,450,2023-05-16,Артефакты на экране,Средний,Инцидент повторяется регулярно,ПК,Ryzen 5,32,SSD 256GB,2020,36,На списание
555,450,2024-07-08,Не загружается ОС,Низкий,Инцидент повторяется регулярно,ПК,Ryzen 5,32,SSD 256GB,2020,36,На списание
1030,450,2025-10-26,Не загружается ОС,Высокий,Проблема выявлена пользователем,ПК,Ryzen 5,32,SSD 256GB,2020,36,На списание
1456,450,2026-12-26,Сбой питания,Средний,Инцидент повторяется регулярно,ПК,Ryzen 5,32,SSD 256GB,2020,36,На списание
1833,450,2028-01-07,Сильные торможения,Средний,Инцидент повторяется регулярно,ПК,Ryzen 5,32,SSD 256GB,2020,36,На списание
1958,450,2028-05-11,Не загружается ОС,Низкий,Инцидент повторяется регулярно,ПК,Ryzen 5,32,SSD 256GB,2020,36,На списание
111,324,2023-04-21,Не работает интернет,Низкий,Требуется замена комплектующих,Моноблок,i7,16,HDD 1TB,2020,81,На списание
341,324,2023-12-07,Синий экран,Низкий,Необходима диагностика,Моноблок,i7,16,HDD 1TB,2020,81,На списание
1119,324,2026-01-23,Неисправность жесткого диска,Низкий,Требуется замена комплектующих,Моноблок,i7,16,HDD 1TB,2020,81,На списание
1184,324,2026-03-29,Артефакты на экране,Низкий,Требуется замена комплектующих,Моноблок,i7,16,HDD 1TB,2020,81,На списание
1293,324,2026-07-16,Перегрев,Низкий,Проблема выявлена пользователем,Моноблок,i7,16,HDD 1TB,2020,81,На списание
1729,324,2027-09-25,Артефакты на экране,Высокий,Необходима диагностика,Моноблок,i7,16,HDD 1TB,2020,81,На списание
112,478,2023-04-22,Не работает интернет,Низкий,Требуется замена комплектующих,Ноутбук,i7,8,SSD 256GB,2019,94,Требует ремонта
975,478,2025-09-01,Перегрев,Средний,Необходима диагностика,Ноутбук,i7,8,SSD 256GB,2019,94,Требует ремонта
1037,478,2025-11-02,Перегрев,Высокий,Необходима диагностика,Ноутбук,i7,8,SSD 256GB,2019,94,Требует ремонта
1457,478,2026-12-27,Неисправность жесткого диска,Высокий,Инцидент повторяется регулярно,Ноутбук,i7,8,SSD 256GB,2019,94,Требует ремонта
113,161,2023-04-23,Неисправность жесткого диска,Низкий,Необходима диагностика,Моноблок,i3,8,SSD 512GB,2020,89,Работает
950,161,2025-08-07,Не работает интернет,Высокий,Проблема выявлена пользователем,Моноблок,i3,8,SSD 512GB,2020,89,Работает
983,161,2025-09-09,Сбой питания,Низкий,Инцидент повторяется регулярно,Моноблок,i3,8,SSD 512GB,2020,89,Работает
1654,161,2027-07-12,Синий экран,Высокий,Проблема выявлена пользователем,Моноблок,i3,8,SSD 512GB,2020,89,Работает
115,420,2023-04-25,Не работает интернет,Высокий,Требуется замена комплектующих,Ноутбук,Ryzen 7,8,HDD 1TB,2020,88,Работает
187,420,2023-07-06,Перегрев,Низкий,Требуется замена комплектующих,Ноутбук,Ryzen 7,8,HDD 1TB,2020,88,Работает
1245,420,2026-05-29,Сильные торможения,Низкий,Проблема выявлена пользователем,Ноутбук,Ryzen 7,8,HDD 1TB,2020,88,Работает
1590,420,2027-05-09,Перегрев,Низкий,Требуется замена комплектующих,Ноутбук,Ryzen 7,8,HDD 1TB,2020,88,Работает
1706,420,2027-09-02,Синий экран,Высокий,Необходима диагностика,Ноутбук,Ryzen 7,8,HDD 1TB,2020,88,Работает
1854,420,2028-01-28,Не работает интернет,Высокий,Требуется замена комплектующих,Ноутбук,Ryzen 7,8,HDD 1TB,2020,88,Работает
116,82,2023-04-26,Сбой питания,Высокий,Инцидент повторяется регулярно,ПК,i7,32,HDD 500GB,2016,11,На списание
430,82,2024-03-05,Сбой питания,Средний,Инцидент повторяется регулярно,ПК,i7,32,HDD 500GB,2016,11,На списание
1118,82,2026-01-22,Артефакты на экране,Высокий,Проблема выявлена пользователем,ПК,i7,32,HDD 500GB,2016,11,На списание
1497,82,2027-02-05,Синий экран,Высокий,Необходима диагностика,ПК,i7,32,HDD 500GB,2016,11,На списание
1989,82,2028-06-11,Не загружается ОС,Высокий,Требуется замена комплектующих,ПК,i7,32,HDD 500GB,2016,11,На списание
117,485,2023-04-27,Перегрев,Средний,Инцидент повторяется регулярно,ПК,Ryzen 7,32,HDD 500GB,2018,69,Работает
287,485,2023-10-14,Перегрев,Низкий,Необходима диагностика,ПК,Ryzen 7,32,HDD 500GB,2018,69,Работает
1411,485,2026-11-11,Перегрев,Высокий,Инцидент повторяется регулярно,ПК,Ryzen 7,32,HDD 500GB,2018,69,Работает
1834,485,2028-01-08,Перегрев,Высокий,Требуется замена комплектующих,ПК,Ryzen 7,32,HDD 500GB,2018,69,Работает
119,239,2023-04-29,Сильные торможения,Низкий,Инцидент повторяется регулярно,Моноблок,Ryzen 7,32,HDD 500GB,2020,13,На списание
434,239,2024-03-09,Не работает интернет,Средний,Необходима диагностика,Моноблок,Ryzen 7,32,HDD 500GB,2020,13,На списание
1246,239,2026-05-30,Синий экран,Высокий,Инцидент повторяется регулярно,Моноблок,Ryzen 7,32,HDD 500GB,2020,13,На списание
1818,239,2027-12-23,Сильные торможения,Низкий,Инцидент повторяется регулярно,Моноблок,Ryzen 7,32,HDD 500GB,2020,13,На списание
1896,239,2028-03-10,Проблемы с драйверами,Низкий,Проблема выявлена пользователем,Моноблок,Ryzen 7,32,HDD 500GB,2020,13,На списание
1979,239,2028-06-01,Не загружается ОС,Средний,Необходима диагностика,Моноблок,Ryzen 7,32,HDD 500GB,2020,13,На списание
120,412,2023-04-30,Сбой питания,Высокий,Необходима диагностика,Ноутбук,i3,16,SSD 512GB,2017,91,На списание
606,412,2024-08-28,Не работает интернет,Низкий,Требуется замена комплектующих,Ноутбук,i3,16,SSD 512GB,2017,91,На списание
880,412,2025-05-29,Синий экран,Низкий,Инцидент повторяется регулярно,Ноутбук,i3,16,SSD 512GB,2017,91,На списание
923,412,2025-07-11,Сильные торможения,Высокий,Требуется замена комплектующих,Ноутбук,i3,16,SSD 512GB,2017,91,На списание
1181,412,2026-03-26,Сильные торможения,Высокий,Необходима диагностика,Ноутбук,i3,16,SSD 512GB,2017,91,На списание
1441,412,2026-12-11,Сбой питания,Низкий,Требуется замена комплектующих,Ноутбук,i3,16,SSD 512GB,2017,91,На списание
1493,412,2027-02-01,Сильные торможения,Средний,Необходима диагностика,Ноутбук,i3,16,SSD 512GB,2017,91,На списание
1611,412,2027-05-30,Синий экран,Средний,Инцидент повторяется регулярно,Ноутбук,i3,16,SSD 512GB,2017,91,На списание
1870,412,2028-02-13,Не работает интернет,Средний,Требуется замена комплектующих,Ноутбук,i3,16,SSD 512GB,2017,91,На списание
122,84,2023-05-02,Не работает интернет,Низкий,Требуется замена комплектующих,ПК,i3,32,SSD 512GB,2020,44,На списание
150,84,2023-05-30,Артефакты на экране,Средний,Требуется замена комплектующих,ПК,i3,32,SSD 512GB,2020,44,На списание
944,84,2025-08-01,Неисправность жесткого диска,Высокий,Требуется замена комплектующих,ПК,i3,32,SSD 512GB,2020,44,На списание
1047,84,2025-11-12,Сильные торможения,Средний,Требуется замена комплектующих,ПК,i3,32,SSD 512GB,2020,44,На списание
1168,84,2026-03-13,Неисправность жесткого диска,Средний,Необходима диагностика,ПК,i3,32,SSD 512GB,2020,44,На списание
1463,84,2027-01-02,Не загружается ОС,Средний,Необходима диагностика,ПК,i3,32,SSD 512GB,2020,44,На списание
1533,84,2027-03-13,Сбой питания,Средний,Требуется замена комплектующих,ПК,i3,32,SSD 512GB,2020,44,На списание
1755,84,2027-10-21,Сильные торможения,Средний,Инцидент повторяется регулярно,ПК,i3,32,SSD 512GB,2020,44,На списание
123,113,2023-05-03,Синий экран,Средний,Требуется замена комплектующих,ПК,i7,8,HDD 1TB,2019,74,Требует ремонта
259,113,2023-09-16,Синий экран,Высокий,Требуется замена комплектующих,ПК,i7,8,HDD 1TB,2019,74,Требует ремонта
491,113,2024-05-05,Сбой питания,Низкий,Необходима диагностика,ПК,i7,8,HDD 1TB,2019,74,Требует ремонта
1105,113,2026-01-09,Артефакты на экране,Высокий,Проблема выявлена пользователем,ПК,i7,8,HDD 1TB,2019,74,Требует ремонта
1428,113,2026-11-28,Сильные торможения,Высокий,Требуется замена комплектующих,ПК,i7,8,HDD 1TB,2019,74,Требует ремонта
124,225,2023-05-04,Проблемы с драйверами,Низкий,Проблема выявлена пользователем,ПК,i7,4,SSD 256GB,2017,40,На списание
447,225,2024-03-22,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно,ПК,i7,4,SSD 256GB,2017,40,На списание
865,225,2025-05-14,Перегрев,Средний,Требуется замена комплектующих,ПК,i7,4,SSD 256GB,2017,40,На списание
1641,225,2027-06-29,Не работает интернет,Средний,Требуется замена комплектующих,ПК,i7,4,SSD 256GB,2017,40,На списание
126,378,2023-05-06,Синий экран,Высокий,Необходима диагностика,ПК,i7,32,SSD 512GB,2018,26,На списание
814,378,2025-03-24,Сбой питания,Низкий,Требуется замена комплектующих,ПК,i7,32,SSD 512GB,2018,26,На списание
1135,378,2026-02-08,Перегрев,Низкий,Необходима диагностика,ПК,i7,32,SSD 512GB,2018,26,На списание
1185,378,2026-03-30,Проблемы с драйверами,Низкий,Проблема выявлена пользователем,ПК,i7,32,SSD 512GB,2018,26,На списание
1322,378,2026-08-14,Сбой питания,Высокий,Проблема выявлена пользователем,ПК,i7,32,SSD 512GB,2018,26,На списание
1772,378,2027-11-07,Сбой питания,Высокий,Проблема выявлена пользователем,ПК,i7,32,SSD 512GB,2018,26,На списание
127,243,2023-05-07,Неисправность жесткого диска,Низкий,Проблема выявлена пользователем,Моноблок,i7,16,SSD 256GB,2021,61,Требует ремонта
128,143,2023-05-08,Неисправность жесткого диска,Средний,Требуется замена комплектующих,Ноутбук,Ryzen 5,4,HDD 1TB,2020,15,Работает
898,143,2025-06-16,Не работает интернет,Низкий,Инцидент повторяется регулярно,Ноутбук,Ryzen 5,4,HDD 1TB,2020,15,Работает
131,258,2023-05-11,Сильные торможения,Низкий,Требуется замена комплектующих,ПК,Ryzen 7,8,SSD 512GB,2021,30,На списание
161,258,2023-06-10,Не загружается ОС,Высокий,Проблема выявлена пользователем,ПК,Ryzen 7,8,SSD 512GB,2021,30,На списание
794,258,2025-03-04,Не загружается ОС,Высокий,Инцидент повторяется регулярно,ПК,Ryzen 7,8,SSD 512GB,2021,30,На списание
1555,258,2027-04-04,Не загружается ОС,Высокий,Инцидент повторяется регулярно,ПК,Ryzen 7,8,SSD 512GB,2021,30,На списание
1698,258,2027-08-25,Не работает интернет,Средний,Необходима диагностика,ПК,Ryzen 7,8,SSD 512GB,2021,30,На списание
132,447,2023-05-12,Перегрев,Средний,Проблема выявлена пользователем,Ноутбук,i5,4,SSD 256GB,2021,19,Работает
345,447,2023-12-11,Неисправность жесткого диска,Средний,Инцидент повторяется регулярно,Ноутбук,i5,4,SSD 256GB,2021,19,Работает
1195,447,2026-04-09,Сильные торможения,Низкий,Инцидент повторяется регулярно,Ноутбук,i5,4,SSD 256GB,2021,19,Работает
133,285,2023-05-13,Артефакты на экране,Средний,Требуется замена комплектующих,ПК,Ryzen 7,8,HDD 1TB,2018,91,На списание
301,285,2023-10-28,Артефакты на экране,Средний,Требуется замена комплектующих,ПК,Ryzen 7,8,HDD 1TB,2018,91,На списание
1021,285,2025-10-17,Сильные торможения,Высокий,Требуется замена комплектующих,ПК,Ryzen 7,8,HDD 1TB,2018,91,На списание
1817,285,2027-12-22,Проблемы с драйверами,Низкий,Проблема выявлена пользователем,ПК,Ryzen 7,8,HDD 1TB,2018,91,На списание
134,105,2023-05-14,Не загружается ОС,Низкий,Необходима диагностика,Моноблок,Ryzen 7,16,SSD 512GB,2021,17,На списание
1133,105,2026-02-06,Проблемы с драйверами,Средний,Инцидент повторяется регулярно,Моноблок,Ryzen 7,16,SSD 512GB,2021,17,На списание
135,202,2023-05-15,Перегрев,Высокий,Требуется замена комплектующих,Ноутбук,Ryzen 5,32,SSD 256GB,2020,41,На списание
233,202,2023-08-21,Проблемы с драйверами,Низкий,Проблема выявлена пользователем,Ноутбук,Ryzen 5,32,SSD 256GB,2020,41,На списание
969,202,2025-08-26,Проблемы с драйверами,Низкий,Проблема выявлена пользователем,Ноутбук,Ryzen 5,32,SSD 256GB,2020,41,На списание
1280,202,2026-07-03,Артефакты на экране,Высокий,Проблема выявлена пользователем,Ноутбук,Ryzen 5,32,SSD 256GB,2020,41,На списание
1480,202,2027-01-19,Перегрев,Средний,Проблема выявлена пользователем,Ноутбук,Ryzen 5,32,SSD 256GB,2020,41,На списание
1487,202,2027-01-26,Проблемы с драйверами,Высокий,Проблема выявлена пользователем,Ноутбук,Ryzen 5,32,SSD 256GB,2020,41,На списание
1747,202,2027-10-13,Сильные торможения,Средний,Необходима диагностика,Ноутбук,Ryzen 5,32,SSD 256GB,2020,41,На списание
138,331,2023-05-18,Сильные торможения,Высокий,Проблема выявлена пользователем,ПК,i3,8,SSD 512GB,2021,14,Работает
863,331,2025-05-12,Сбой питания,Средний,Необходима диагностика,ПК,i3,8,SSD 512GB,2021,14,Работает
897,331,2025-06-15,Перегрев,Высокий,Требуется замена комплектующих,ПК,i3,8,SSD 512GB,2021,14,Работает
986,331,2025-09-12,Артефакты на экране,Средний,Инцидент повторяется регулярно,ПК,i3,8,SSD 512GB,2021,14,Работает
1432,331,2026-12-02,Неисправность жесткого диска,Средний,Необходима диагностика,ПК,i3,8,SSD 512GB,2021,14,Работает
1655,331,2027-07-13,Сильные торможения,Средний,Необходима диагностика,ПК,i3,8,SSD 512GB,2021,14,Работает
139,461,2023-05-19,Синий экран,Высокий,Необходима диагностика,ПК,i7,4,SSD 256GB,2017,23,Работает
534,461,2024-06-17,Синий экран,Низкий,Инцидент повторяется регулярно,ПК,i7,4,SSD 256GB,2017,23,Работает
856,461,2025-05-05,Проблемы с драйверами,Высокий,Проблема выявлена пользователем,ПК,i7,4,SSD 256GB,2017,23,Работает
916,461,2025-07-04,Не работает интернет,Высокий,Инцидент повторяется регулярно,ПК,i7,4,SSD 256GB,2017,23,Работает
140,266,2023-05-20,Артефакты на экране,Высокий,Проблема выявлена пользователем,Ноутбук,i3,32,SSD 256GB,2020,22,На списание
1129,266,2026-02-02,Артефакты на экране,Низкий,Инцидент повторяется регулярно,Ноутбук,i3,32,SSD 256GB,2020,22,На списание
1507,266,2027-02-15,Перегрев,Средний,Требуется замена комплектующих,Ноутбук,i3,32,SSD 256GB,2020,22,На списание
1545,266,2027-03-25,Не загружается ОС,Низкий,Инцидент повторяется регулярно,Ноутбук,i3,32,SSD 256GB,2020,22,На списание
1562,266,2027-04-11,Сильные торможения,Высокий,Требуется замена комплектующих,Ноутбук,i3,32,SSD 256GB,2020,22,На списание
141,398,2023-05-21,Сильные торможения,Средний,Инцидент повторяется регулярно,Моноблок,Ryzen 5,16,HDD 1TB,2019,56,Требует ремонта
532,398,2024-06-15,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно,Моноблок,Ryzen 5,16,HDD 1TB,2019,56,Требует ремонта
798,398,2025-03-08,Сильные торможения,Низкий,Требуется замена комплектующих,Моноблок,Ryzen 5,16,HDD 1TB,2019,56,Требует ремонта
143,51,2023-05-23,Синий экран,Средний,Проблема выявлена пользователем,Ноутбук,i5,16,HDD 500GB,2017,51,На списание
278,51,2023-10-05,Сбой питания,Низкий,Требуется замена комплектующих,Ноутбук,i5,16,HDD 500GB,2017,51,На списание
330,51,2023-11-26,Перегрев,Высокий,Требуется замена комплектующих,Ноутбук,i5,16,HDD 500GB,2017,51,На списание
1306,51,2026-07-29,Сбой питания,Высокий,Требуется замена комплектующих,Ноутбук,i5,16,HDD 500GB,2017,51,На списание
144,118,2023-05-24,Неисправность жесткого диска,Высокий,Проблема выявлена пользователем,Моноблок,Ryzen 5,8,SSD 256GB,2018,31,Требует ремонта
213,118,2023-08-01,Сильные торможения,Низкий,Проблема выявлена пользователем,Моноблок,Ryzen 5,8,SSD 256GB,2018,31,Требует ремонта
571,118,2024-07-24,Сбой питания,Средний,Требуется замена комплектующих,Моноблок,Ryzen 5,8,SSD 256GB,2018,31,Требует ремонта
781,118,2025-02-19,Сильные торможения,Низкий,Необходима диагностика,Моноблок,Ryzen 5,8,SSD 256GB,2018,31,Требует ремонта
1444,118,2026-12-14,Проблемы с драйверами,Низкий,Инцидент повторяется регулярно,Моноблок,Ryzen 5,8,SSD 256GB,2018,31,Требует ремонта
1803,118,2027-12-08,Артефакты на экране,Низкий,Необходима диагностика,Моноблок,Ryzen 5,8,SSD 256GB,2018,31,Требует ремонта
1867,118,2028-02-10,Артефакты на экране,Высокий,Проблема выявлена пользователем,Моноблок,Ryzen 5,8,SSD 256GB,2018,31,Требует ремонта
1951,118,2028-05-04,Сильные торможения,Средний,Требуется замена комплектующих,Моноблок,Ryzen 5,8,SSD 256GB,2018,31,Требует ремонта
145,201,2023-05-25,Неисправность жесткого диска,Средний,Проблема выявлена пользователем,ПК,Ryzen 5,16,HDD 500GB,2017,21,Требует ремонта
299,201,2023-10-26,Проблемы с драйверами,Высокий,Инцидент повторяется регулярно,ПК,Ryzen 5,16,HDD 500GB,2017,21,Требует ремонта
510,201,2024-05-24,Перегрев,Высокий,Требуется замена комплектующих,ПК,Ryzen 5,16,HDD 500GB,2017,21,Требует ремонта
708,201,2024-12-08,Не загружается ОС,Низкий,Проблема выявлена пользователем,ПК,Ryzen 5,16,HDD 500GB,2017,21,Требует ремонта
1856,201,2028-01-30,Синий экран,Высокий,Необходима диагностика,ПК,Ryzen 5,16,HDD 500GB,2017,21,Требует ремонта
146,377,2023-05-26,Синий экран,Низкий,Проблема выявлена пользователем,ПК,i7,32,HDD 1TB,2016,24,На списание
653,377,2024-10-14,Артефакты на экране,Низкий,Необходима диагностика,ПК,i7,32,HDD 1TB,2016,24,На списание
1077,377,2025-12-12,Не загружается ОС,Низкий,Требуется замена комплектующих,ПК,i7,32,HDD 1TB,2016,24,На списание
1378,377,2026-10-09,Сбой питания,Высокий,Проблема выявлена пользователем,ПК,i7,32,HDD 1TB,2016,24,На списание
1625,377,2027-06-13,Проблемы с драйверами,Средний,Необходима диагностика,ПК,i7,32,HDD 1TB,2016,24,На списание
148,28,2023-05-28,Сбой питания,Средний,Инцидент повторяется регулярно,Моноблок,i5,4,SSD 256GB,2019,20,На списание
720,28,2024-12-20,Перегрев,Низкий,Требуется замена комплектующих,Моноблок,i5,4,SSD 256GB,2019,20,На списание
763,28,2025-02-01,Перегрев,Средний,Необходима диагностика,Моноблок,i5,4,SSD 256GB,2019,20,На списание
768,28,2025-02-06,Сильные торможения,Низкий,Необходима диагностика,Моноблок,i5,4,SSD 256GB,2019,20,На списание
900,28,2025-06-18,Сбой питания,Высокий,Инцидент повторяется регулярно,Моноблок,i5,4,SSD 256GB,2019,20,На списание
1858,28,2028-02-01,Неисправность жесткого диска,Средний,Необходима диагностика,Моноблок,i5,4,SSD 256GB,2019,20,На списание
149,259,2023-05-29,Сбой питания,Высокий,Требуется замена комплектующих,Моноблок,Ryzen 7,4,SSD 256GB,2019,88,Работает
531,259,2024-06-14,Неисправность жесткого диска,Низкий,Требуется замена комплектующих,Моноблок,Ryzen 7,4,SSD 256GB,2019,88,Работает
151,454,2023-05-31,Артефакты на экране,Низкий,Необходима диагностика,Ноутбук,Ryzen 5,32,HDD 1TB,2020,18,На списание
152,155,2023-06-01,Не работает интернет,Высокий,Инцидент повторяется регулярно,ПК,i5,16,HDD 1TB,2018,44,Требует ремонта
272,155,2023-09-29,Не загружается ОС,Средний,Проблема выявлена пользователем,ПК,i5,16,HDD 1TB,2018,44,Требует ремонта
1076,155,2025-12-11,Сбой питания,Средний,Проблема выявлена пользователем,ПК,i5,16,HDD 1TB,2018,44,Требует ремонта
1089,155,2025-12-24,Синий экран,Средний,Требуется замена комплектующих,ПК,i5,16,HDD 1TB,2018,44,Требует ремонта
153,117,2023-06-02,Не загружается ОС,Низкий,Проблема выявлена пользователем,ПК,i5,8,SSD 256GB,2018,79,Работает
378,117,2024-01-13,Сбой питания,Высокий,Требуется замена комплектующих,ПК,i5,8,SSD 256GB,2018,79,Работает
1101,117,2026-01-05,Перегрев,Высокий,Требуется замена комплектующих,ПК,i5,8,SSD 256GB,2018,79,Работает
1931,117,2028-04-14,Проблемы с драйверами,Средний,Инцидент повторяется регулярно,ПК,i5,8,SSD 256GB,2018,79,Работает
154,2,2023-06-03,Синий экран,Высокий,Проблема выявлена пользователем,ПК,i5,4,HDD 1TB,2017,46,На списание
1406,2,2026-11-06,Артефакты на экране,Низкий,Требуется замена комплектующих,ПК,i5,4,HDD 1TB,2017,46,На списание
1512,2,2027-02-20,Неисправность жесткого диска,Низкий,Инцидент повторяется регулярно,ПК,i5,4,HDD 1TB,2017,46,На списание
156,166,2023-06-05,Не загружается ОС,Средний,Проблема выявлена пользователем,ПК,i3,4,HDD 500GB,2016,24,На списание
744,166,2025-01-13,Перегрев,Низкий,Необходима диагностика,ПК,i3,4,HDD 500GB,2016,24,На списание
1516,166,2027-02-24,Синий экран,Высокий,Необходима диагностика,ПК,i3,4,HDD 500GB,2016,24,На списание
1599,166,2027-05-18,Проблемы с драйверами,Средний,Необходима диагностика,ПК,i3,4,HDD 500GB,2016,24,На списание
157,387,2023-06-06,Проблемы с драйверами,Низкий,Необходима диагностика,Моноблок,i3,32,HDD 1TB,2019,39,На списание
